Location,Date,Time,VehicleCount,PM2.5,PM10,NO2,Temperature,Humidity
Elm St,2025-01-11,16:31:00,59,48.39,70.01,7.77,33.82,74.8
Main St,2025-01-14,01:35:00,93,105.73,16.5,84.28,22.19,47.56
Main St,2025-01-03,17:23:00,479,13.4,94.61,89.26,15.64,46.92
Elm St,2025-01-16,18:21:00,270,8.76,16.23,70.83,30.09,60.79
Elm St,2025-01-29,11:49:00,428,108.26,106.33,59.93,25.63,73.51
Elm St,2025-01-08,13:19:00,179,147.53,97.65,57.26,39.25,70.86
Elm St,2025-01-06,09:56:00,262,29.97,102.21,43.19,20.2,45.32
Elm St,2025-01-06,03:43:00,301,136.72,93.32,71.44,32.95,35.24
Elm St,2025-01-08,17:13:00,227,144.3,154.25,45.74,20.25,74.71
Broadway,2025-01-15,19:25:00,25,146.42,148.02,93.56,24.5,54.44
Broadway,2025-01-27,23:01:00,441,79.32,42.87,88.66,28.64,46.03
Broadway,2025-01-04,15:04:00,384,130.4,42.63,28.16,36.13,61.16
Park Ave,2025-01-12,00:22:00,48,144.79,10.29,93.84,35.96,47.11
Broadway,2025-01-11,07:41:00,428,127.67,162.18,45.57,24.79,55.68
Main St,2025-01-29,11:29:00,412,99.07,23.73,99.98,34.33,78.74
Elm St,2025-01-10,02:24:00,303,60.06,185.93,32.35,29.53,48.54
Main St,2025-01-09,04:54:00,84,113.65,136.3,6.2,27.42,51.63
Elm St,2025-01-14,18:41:00,333,36.65,152.45,13.39,20.99,45.46
Park Ave,2025-01-20,09:43:00,11,115.93,13.46,32.69,37.86,57.33
Park Ave,2025-01-07,00:04:00,148,39.5,101.51,77.53,28.07,36.9
Main St,2025-01-11,05:02:00,54,116.91,162.49,24.33,23.06,76.45
5th Ave,2025-01-08,15:43:00,321,149.15,151.5,17.04,32.89,46.83
5th Ave,2025-01-29,03:04:00,134,135.54,53.81,48.87,23.66,54.77
Park Ave,2025-01-07,04:56:00,181,77.36,144.87,55.91,29.6,45.93
Main St,2025-01-18,17:08:00,369,82.55,61.97,75.73,37.41,61.6
Broadway,2025-01-05,15:41:00,490,99.05,192.62,97.37,17.01,60.71
Main St,2025-01-12,06:31:00,205,20.6,43.91,18.28,22.1,70.47
Park Ave,2025-01-25,13:12:00,224,50.51,34.98,91.63,15.08,56.82
Main St,2025-01-14,05:14:00,62,142.42,105.51,10.46,30.18,65.11
Main St,2025-01-10,16:45:00,169,94.33,67.09,50.97,25.06,56.01
Elm St,2025-01-06,05:30:00,235,98.61,151.53,69.61,31.19,62.89
Park Ave,2025-01-27,04:02:00,263,83.52,45.08,27.08,17.18,69.38
Park Ave,2025-01-06,02:30:00,468,17.78,98.15,56.16,25.18,35.75
5th Ave,2025-01-20,15:15:00,340,115.24,59.83,87.85,31.26,52.73
Park Ave,2025-01-06,13:26:00,54,113.67,38.22,53.02,34.15,73.23
Broadway,2025-01-04,09:06:00,445,146.33,126.37,53.62,25.54,21.73
Main St,2025-01-10,02:45:00,153,78.54,34.43,89.1,17.96,58.59
Park Ave,2025-01-06,08:36:00,141,141.45,57.52,40.41,34.48,64.1
Main St,2025-01-10,04:25:00,386,5.48,96.22,14.26,33.27,72.64
5th Ave,2025-01-25,03:12:00,12,23.15,124.29,8.23,27.66,66.01
5th Ave,2025-01-15,18:05:00,13,87.17,16.89,70.81,25.13,27.16
Park Ave,2025-01-11,23:27:00,97,13.85,15.97,78.24,15.22,34.42
Main St,2025-01-15,11:09:00,158,30.95,138.33,44.86,38.63,76.57
Main St,2025-01-21,04:39:00,406,144.41,84.52,90.39,15.16,56.58
Park Ave,2025-01-11,02:07:00,150,146.94,163.25,82.61,25.07,37.9
Elm St,2025-01-05,12:44:00,408,135.3,84.65,75.57,25.32,79.98
Broadway,2025-01-12,07:20:00,81,146.87,117.9,76.61,37.37,34.79
Elm St,2025-01-30,17:11:00,118,60.76,163.19,34.16,27.05,43.41
5th Ave,2025-01-06,14:16:00,403,8.86,165.48,43.92,35.49,23.59
Main St,2025-01-23,23:32:00,203,62.39,33.13,50.39,21.77,53.62
5th Ave,2025-01-05,06:56:00,480,52.12,164.08,23.02,29.41,32.38
Elm St,2025-01-23,15:10:00,242,21.42,138.7,27.41,19.49,36.01
5th Ave,2025-01-21,22:42:00,221,136.87,45.79,60.43,22.24,57.94
Broadway,2025-01-03,02:07:00,478,83.91,22.66,27.04,23.41,34.95
Elm St,2025-01-04,21:13:00,67,76.57,148.65,54.19,35.51,70.53
Elm St,2025-01-05,08:32:00,467,49.37,97.66,96.65,39.58,55.14
5th Ave,2025-01-01,21:52:00,474,75.57,192.0,18.74,30.48,21.82
Broadway,2025-01-23,19:06:00,396,97.84,70.85,45.61,32.4,52.44
5th Ave,2025-01-14,01:11:00,209,73.46,16.96,70.42,16.4,39.7
Broadway,2025-01-26,01:08:00,285,35.38,133.52,45.19,37.46,46.71
5th Ave,2025-01-11,07:53:00,476,36.35,71.62,26.07,24.53,50.33
Main St,2025-01-23,03:22:00,385,29.43,28.46,59.65,16.37,38.01
Main St,2025-01-07,07:57:00,482,32.54,148.91,77.81,21.76,36.17
Elm St,2025-01-15,10:07:00,253,119.1,170.18,40.49,18.77,37.52
Park Ave,2025-01-06,20:01:00,110,21.13,176.06,67.24,30.53,63.85
5th Ave,2025-01-16,21:46:00,144,66.53,133.58,31.27,34.06,68.36
Main St,2025-01-15,03:39:00,165,49.99,88.36,88.25,39.38,39.85
Main St,2025-01-26,16:16:00,359,15.1,38.73,13.41,22.5,40.7
5th Ave,2025-01-15,10:58:00,276,139.71,107.68,38.63,15.74,78.54
Main St,2025-01-06,16:10:00,375,146.76,11.81,26.97,20.68,35.19
Main St,2025-01-15,03:44:00,371,21.55,95.9,22.42,19.92,61.58
Elm St,2025-01-04,10:15:00,495,43.12,158.4,25.25,19.1,41.62
Main St,2025-01-16,00:40:00,319,105.55,22.2,45.22,37.29,56.4
Park Ave,2025-01-04,18:27:00,251,104.62,159.19,36.46,34.74,46.45
Main St,2025-01-17,00:06:00,237,33.87,159.42,91.39,37.17,58.04
Broadway,2025-01-28,18:58:00,106,43.64,93.76,80.71,29.39,43.49
5th Ave,2025-01-30,11:00:00,481,70.21,50.83,66.92,25.29,78.95
5th Ave,2025-01-04,17:23:00,427,40.9,34.12,82.07,28.36,21.44
5th Ave,2025-01-01,05:02:00,306,27.08,199.9,92.28,31.34,73.13
Elm St,2025-01-02,18:44:00,124,33.87,37.37,93.44,30.74,52.57
5th Ave,2025-01-12,21:57:00,439,30.1,98.52,8.0,23.57,38.18
Main St,2025-01-28,02:11:00,365,84.53,13.81,39.21,22.2,49.87
5th Ave,2025-01-04,14:15:00,291,41.71,29.18,76.62,21.43,79.48
Broadway,2025-01-05,05:41:00,350,29.37,193.52,77.84,31.31,71.79
Elm St,2025-01-29,07:18:00,145,49.96,143.27,93.29,23.83,64.94
Elm St,2025-01-25,11:08:00,395,64.75,49.09,13.96,18.16,32.75
5th Ave,2025-01-24,16:18:00,289,39.22,91.54,48.82,15.03,32.69
5th Ave,2025-01-19,03:53:00,333,110.31,29.57,22.57,26.22,47.93
Park Ave,2025-01-06,00:59:00,281,66.3,51.09,70.73,23.69,62.91
Main St,2025-01-26,23:19:00,112,114.74,179.73,22.52,17.24,20.81
Main St,2025-01-01,14:53:00,259,16.61,11.73,50.15,38.56,62.61
Elm St,2025-01-25,04:57:00,222,79.3,113.34,57.97,38.49,28.64
Elm St,2025-01-15,23:36:00,387,121.38,178.14,72.07,21.14,49.29
Broadway,2025-01-18,23:26:00,146,114.3,125.12,89.6,29.99,57.67
Broadway,2025-01-03,14:49:00,129,54.46,79.93,76.18,25.04,62.14
Elm St,2025-01-12,05:15:00,493,54.28,88.07,50.95,31.68,77.44
Main St,2025-01-02,17:05:00,157,19.26,28.3,56.73,18.6,51.12
Broadway,2025-01-20,18:34:00,272,107.93,99.2,65.84,35.34,45.92
5th Ave,2025-01-24,00:41:00,20,6.77,146.41,86.88,38.53,43.2
Main St,2025-01-18,15:53:00,175,30.9,106.34,37.65,25.43,30.91
5th Ave,2025-01-11,15:34:00,446,49.23,142.96,31.08,34.35,68.93
Elm St,2025-01-13,13:39:00,137,56.15,52.99,60.2,15.69,45.14
Elm St,2025-01-03,06:15:00,333,45.17,34.64,94.86,34.67,68.41
5th Ave,2025-01-21,02:00:00,153,84.68,27.86,20.63,27.69,57.55
5th Ave,2025-01-12,09:10:00,423,81.06,73.62,8.29,29.28,69.69
Broadway,2025-01-13,23:30:00,115,80.3,25.67,59.36,37.13,60.22
Park Ave,2025-01-15,16:06:00,126,58.48,152.31,47.05,16.25,28.04
Main St,2025-01-13,14:44:00,331,100.72,156.94,56.66,18.56,33.94
Elm St,2025-01-03,15:14:00,361,88.62,180.79,75.94,26.71,28.04
Elm St,2025-01-28,14:28:00,171,27.18,144.42,78.84,37.26,44.88
Broadway,2025-01-26,02:25:00,327,25.02,100.99,20.48,32.72,79.21
Main St,2025-01-13,21:51:00,166,27.24,167.05,92.71,19.01,52.39
Broadway,2025-01-27,02:31:00,237,50.8,135.5,50.52,39.82,73.25
Elm St,2025-01-17,10:28:00,165,116.45,174.65,51.21,15.48,45.24
Main St,2025-01-10,13:06:00,102,5.38,151.97,52.6,32.72,21.26
5th Ave,2025-01-08,17:07:00,146,101.18,118.94,97.32,15.04,69.17
Main St,2025-01-28,10:35:00,468,72.53,178.35,7.74,33.92,54.55
5th Ave,2025-01-16,17:55:00,135,85.71,199.49,61.55,33.52,42.18
Park Ave,2025-01-19,15:59:00,458,101.67,184.31,48.62,38.2,78.07
Park Ave,2025-01-18,11:30:00,228,51.69,110.42,74.89,22.52,48.61
Park Ave,2025-01-21,07:53:00,55,39.33,131.63,58.8,24.65,59.05
5th Ave,2025-01-02,08:29:00,248,112.57,185.31,54.95,25.9,38.08
5th Ave,2025-01-04,05:47:00,23,98.99,195.88,88.12,29.57,38.71
5th Ave,2025-01-16,01:27:00,432,20.06,170.97,82.97,37.64,29.35
Elm St,2025-01-07,19:15:00,29,141.2,199.0,41.96,30.29,60.66
5th Ave,2025-01-25,06:08:00,405,11.06,36.1,33.26,22.97,42.5
Elm St,2025-01-10,19:33:00,238,21.18,17.1,46.76,34.71,38.54
Broadway,2025-01-22,10:58:00,187,18.69,64.68,28.06,23.67,27.71
Elm St,2025-01-10,22:44:00,406,116.77,174.02,63.77,28.6,25.99
Broadway,2025-01-27,09:09:00,92,95.82,64.85,72.45,35.98,74.56
Elm St,2025-01-15,22:21:00,434,81.96,33.32,78.73,34.55,64.21
Park Ave,2025-01-07,01:07:00,185,42.78,83.74,70.37,28.05,63.0
5th Ave,2025-01-25,17:52:00,87,70.02,28.16,8.06,28.96,65.58
Main St,2025-01-20,16:43:00,477,75.57,45.3,55.83,18.33,40.68
Park Ave,2025-01-22,17:00:00,442,58.43,38.34,45.55,20.82,65.12
Main St,2025-01-01,00:58:00,62,93.58,85.94,29.05,20.92,53.32
Park Ave,2025-01-23,04:50:00,452,97.89,148.63,16.18,25.52,21.99
Broadway,2025-01-27,19:57:00,391,100.44,134.41,10.76,34.57,48.7
Elm St,2025-01-03,14:33:00,196,121.0,123.56,36.48,16.23,35.71
Main St,2025-01-11,02:44:00,211,79.68,98.9,27.37,20.6,32.36
Elm St,2025-01-07,13:24:00,196,130.22,140.87,23.27,31.85,40.33
5th Ave,2025-01-01,07:33:00,466,63.21,114.61,82.4,29.67,36.74
Park Ave,2025-01-21,22:11:00,29,145.29,192.19,55.43,33.21,34.07
Main St,2025-01-01,00:00:00,285,143.13,57.36,92.83,38.63,76.55
Broadway,2025-01-27,08:47:00,385,108.62,177.85,30.6,30.23,42.57
Park Ave,2025-01-01,13:36:00,409,57.52,164.45,96.52,31.15,69.11
Broadway,2025-01-01,12:53:00,493,91.36,184.4,6.5,36.98,73.14
Broadway,2025-01-15,20:32:00,153,74.16,73.85,97.38,15.75,54.34
Main St,2025-01-11,01:31:00,175,80.58,101.63,22.16,39.18,34.74
Broadway,2025-01-04,20:26:00,486,94.67,93.79,88.47,30.2,55.94
Broadway,2025-01-09,13:28:00,14,18.6,80.88,31.05,30.56,61.27
Elm St,2025-01-28,15:44:00,365,140.88,37.57,99.66,19.72,40.44
5th Ave,2025-01-19,23:42:00,113,84.38,90.39,46.12,39.82,56.13
Broadway,2025-01-13,00:28:00,405,61.69,16.77,41.79,18.4,64.57
Main St,2025-01-04,13:47:00,205,144.56,90.19,71.21,37.54,22.85
Broadway,2025-01-10,03:51:00,319,113.66,47.6,95.26,28.92,71.07
Main St,2025-01-25,04:48:00,277,78.36,142.75,93.46,24.51,59.21
Park Ave,2025-01-28,09:45:00,60,16.3,45.29,5.14,15.14,34.41
5th Ave,2025-01-10,06:24:00,118,25.21,173.29,12.57,35.28,62.14
5th Ave,2025-01-30,16:03:00,341,55.23,47.71,55.3,27.96,58.42
Main St,2025-01-09,08:59:00,119,20.47,43.42,66.71,21.4,22.19
Elm St,2025-01-02,16:15:00,371,97.35,178.94,53.47,35.54,69.7
Broadway,2025-01-19,13:19:00,239,75.64,100.89,61.02,33.7,61.39
Broadway,2025-01-18,06:13:00,162,48.88,110.48,91.68,27.32,23.86
Main St,2025-01-18,21:52:00,300,48.11,13.82,36.21,34.96,33.92
5th Ave,2025-01-19,05:35:00,419,59.07,98.4,51.53,33.08,47.67
Park Ave,2025-01-11,10:41:00,427,34.8,36.91,97.05,15.62,76.45
Park Ave,2025-01-03,05:55:00,316,145.89,148.72,99.43,37.95,44.2
Main St,2025-01-22,22:54:00,76,116.66,167.73,82.72,28.24,72.45
Park Ave,2025-01-07,02:36:00,323,11.21,118.58,12.86,31.6,42.46
Main St,2025-01-03,04:17:00,463,12.52,31.33,62.32,28.68,72.02
Broadway,2025-01-11,02:46:00,220,103.21,136.49,70.77,39.29,38.59
Main St,2025-01-16,02:00:00,407,33.15,77.41,85.52,25.02,56.7
Park Ave,2025-01-27,23:09:00,249,132.65,136.85,23.13,25.45,50.3
5th Ave,2025-01-25,13:10:00,29,99.55,62.51,94.29,35.57,71.58
Broadway,2025-01-05,19:33:00,105,78.17,115.13,8.98,20.56,78.63
Elm St,2025-01-08,14:06:00,398,149.03,51.31,51.49,37.56,54.27
Broadway,2025-01-15,14:02:00,99,9.27,106.11,37.81,16.12,68.95
Broadway,2025-01-09,00:20:00,27,27.76,127.45,52.06,39.08,60.54
Broadway,2025-01-04,11:18:00,92,90.18,28.55,18.97,25.1,50.45
Park Ave,2025-01-17,20:05:00,143,94.38,72.63,15.57,16.08,69.73
Broadway,2025-01-07,00:42:00,444,58.63,77.33,59.57,24.54,21.54
Broadway,2025-01-24,16:47:00,430,32.37,52.38,50.57,20.38,21.39
Main St,2025-01-12,19:07:00,278,44.89,115.18,63.51,26.22,58.03
5th Ave,2025-01-04,00:21:00,315,40.73,110.74,95.38,32.36,21.18
Main St,2025-01-21,16:24:00,302,126.79,29.55,21.08,37.51,54.87
Elm St,2025-01-17,06:44:00,13,69.91,35.92,46.31,23.67,62.1
Park Ave,2025-01-30,01:11:00,454,132.38,115.13,89.55,16.61,73.84
5th Ave,2025-01-18,05:53:00,141,65.51,78.37,61.25,28.3,71.91
Broadway,2025-01-17,09:06:00,467,36.66,172.91,89.52,25.2,35.27
Elm St,2025-01-27,10:10:00,364,137.48,19.8,56.1,36.32,38.3
Main St,2025-01-13,03:46:00,159,72.07,165.52,99.16,22.53,65.72
5th Ave,2025-01-07,00:25:00,218,96.64,198.87,37.9,18.38,39.03
5th Ave,2025-01-06,20:39:00,339,108.88,145.37,51.62,15.55,74.15
Main St,2025-01-15,14:11:00,430,8.75,35.04,85.48,29.48,28.53
5th Ave,2025-01-06,20:44:00,273,87.1,180.87,44.74,39.3,62.53
Elm St,2025-01-28,16:12:00,451,132.81,160.77,20.4,35.42,48.49
Broadway,2025-01-04,15:36:00,21,28.06,163.62,65.59,21.69,60.34
Main St,2025-01-13,13:45:00,374,138.84,28.8,33.51,37.3,34.41
Broadway,2025-01-21,21:33:00,129,63.87,27.92,29.35,17.04,46.93
Park Ave,2025-01-03,13:05:00,310,104.19,174.82,58.14,25.82,31.4
5th Ave,2025-01-12,03:34:00,160,114.32,105.93,69.81,24.94,39.57
Park Ave,2025-01-26,10:27:00,183,14.44,175.77,48.38,30.02,30.89
Main St,2025-01-18,05:55:00,25,42.89,138.7,32.55,38.82,32.49
Park Ave,2025-01-20,20:16:00,78,45.51,56.67,34.33,20.59,67.91
Elm St,2025-01-18,20:37:00,482,12.81,44.68,54.66,38.45,35.88
Elm St,2025-01-16,01:21:00,251,29.27,175.59,7.8,30.05,68.89
Main St,2025-01-06,22:59:00,311,75.19,32.43,39.72,32.15,53.77
5th Ave,2025-01-02,00:27:00,378,68.66,71.25,14.62,38.61,38.92
Park Ave,2025-01-06,10:39:00,21,95.16,69.96,90.07,34.75,24.64
5th Ave,2025-01-12,02:33:00,494,66.39,47.32,77.4,36.46,56.4
5th Ave,2025-01-19,21:57:00,316,80.36,167.66,78.25,32.79,45.75
Main St,2025-01-16,21:21:00,40,5.54,156.34,81.41,28.98,60.01
Broadway,2025-01-29,22:07:00,307,26.09,80.99,68.26,38.69,34.31
5th Ave,2025-01-24,10:01:00,368,82.11,62.09,48.67,19.63,21.02
5th Ave,2025-01-19,22:35:00,107,8.56,139.42,55.17,35.98,39.8
Elm St,2025-01-27,03:07:00,500,62.0,156.48,76.56,34.7,46.35
5th Ave,2025-01-03,15:13:00,389,11.35,71.03,26.24,38.8,57.66
5th Ave,2025-01-15,16:41:00,364,27.41,198.97,30.93,34.81,58.69
Elm St,2025-01-25,10:02:00,258,77.75,167.42,72.23,29.79,47.77
Elm St,2025-01-13,04:52:00,457,119.49,54.47,26.62,26.59,66.59
Main St,2025-01-26,05:08:00,147,85.95,76.96,27.35,37.15,66.81
5th Ave,2025-01-03,17:53:00,318,28.44,21.47,19.79,39.04,31.65
5th Ave,2025-01-18,04:52:00,103,116.89,179.0,28.7,39.54,30.25
Broadway,2025-01-21,15:57:00,279,8.89,65.02,32.49,32.42,25.84
Main St,2025-01-23,16:58:00,394,35.47,124.16,76.34,23.04,72.68
Elm St,2025-01-20,02:56:00,27,91.93,193.38,7.06,16.84,69.62
Elm St,2025-01-30,03:41:00,59,54.37,18.43,53.71,28.61,50.92
Main St,2025-01-25,03:47:00,364,129.65,52.82,60.1,18.81,66.52
Main St,2025-01-11,12:11:00,353,56.59,122.37,24.44,29.1,33.18
Main St,2025-01-30,03:01:00,453,91.18,65.87,5.61,20.21,55.59
Elm St,2025-01-05,01:23:00,403,48.81,143.94,49.83,18.59,68.15
Elm St,2025-01-27,12:39:00,135,83.54,12.18,43.74,36.16,79.99
5th Ave,2025-01-06,00:29:00,330,33.18,35.59,32.5,19.69,62.29
Broadway,2025-01-22,12:48:00,238,135.86,18.54,10.21,28.01,66.37
Elm St,2025-01-11,11:15:00,158,59.36,151.09,63.23,35.89,55.91
Park Ave,2025-01-14,10:26:00,258,140.64,103.32,34.37,33.94,41.87
Elm St,2025-01-06,13:01:00,296,30.42,172.49,88.06,33.44,65.93
Elm St,2025-01-01,02:05:00,425,45.71,117.63,71.58,35.89,62.93
Broadway,2025-01-15,23:05:00,489,130.51,106.0,65.64,26.98,38.38
Main St,2025-01-13,14:49:00,301,20.86,152.14,87.92,30.45,32.58
Elm St,2025-01-05,18:05:00,81,45.29,151.4,97.5,36.75,29.07
5th Ave,2025-01-11,01:31:00,462,33.56,169.74,12.9,18.97,49.02
Elm St,2025-01-23,15:44:00,54,80.78,117.59,41.91,23.97,26.98
Broadway,2025-01-16,10:39:00,6,128.08,22.26,28.18,20.1,22.89
Park Ave,2025-01-06,10:07:00,138,113.75,155.5,50.19,27.92,20.66
Park Ave,2025-01-19,00:13:00,33,132.84,57.31,14.96,24.51,43.19
Park Ave,2025-01-19,00:44:00,274,26.71,57.71,14.73,39.91,23.38
Park Ave,2025-01-11,18:49:00,124,124.17,138.07,12.79,33.99,60.5
Park Ave,2025-01-18,00:35:00,158,41.51,170.45,43.93,25.64,47.3
Park Ave,2025-01-12,03:12:00,90,109.95,112.31,83.17,39.43,39.06
Elm St,2025-01-16,09:45:00,442,82.74,170.89,45.89,29.8,59.12
Park Ave,2025-01-28,20:59:00,42,142.09,68.76,38.02,25.4,40.85
Broadway,2025-01-08,22:38:00,435,13.5,69.88,80.83,26.59,20.99
Park Ave,2025-01-26,02:52:00,189,83.89,94.62,96.14,21.66,29.42
Elm St,2025-01-15,15:01:00,411,37.57,130.3,96.23,37.77,53.06
Main St,2025-01-02,14:19:00,228,63.84,130.68,13.09,34.07,31.57
Main St,2025-01-28,06:34:00,65,119.75,103.37,25.05,17.14,33.85
Main St,2025-01-14,11:53:00,96,140.44,92.62,17.77,39.71,56.25
Main St,2025-01-10,05:57:00,487,41.41,190.36,10.33,22.31,20.04
Broadway,2025-01-11,20:08:00,121,74.6,116.8,49.02,27.72,35.59
5th Ave,2025-01-18,07:12:00,129,66.73,55.86,89.13,19.54,45.65
5th Ave,2025-01-14,15:59:00,139,63.9,129.81,14.96,26.41,48.34
Broadway,2025-01-16,22:14:00,278,41.63,44.49,90.05,31.97,53.82
Broadway,2025-01-02,18:42:00,180,106.86,58.01,22.04,28.6,32.36
Park Ave,2025-01-11,13:19:00,303,120.88,12.08,39.35,23.31,28.41
Main St,2025-01-25,12:48:00,72,135.29,42.8,69.69,17.95,22.15
Broadway,2025-01-28,05:34:00,38,8.96,23.92,76.54,17.39,76.15
Broadway,2025-01-10,18:46:00,222,130.38,177.37,83.23,19.34,38.98
5th Ave,2025-01-19,17:08:00,318,102.83,86.63,57.24,24.52,54.38
5th Ave,2025-01-08,15:41:00,260,29.56,72.92,51.29,32.53,22.24
Elm St,2025-01-11,13:38:00,138,102.86,75.23,45.02,17.68,30.68
Main St,2025-01-12,22:42:00,330,29.43,130.11,37.73,18.85,63.25
5th Ave,2025-01-30,09:50:00,203,100.5,105.06,12.92,38.47,78.34
Park Ave,2025-01-06,14:53:00,247,145.67,51.61,32.26,17.46,23.73
Elm St,2025-01-12,12:36:00,399,78.31,32.06,60.65,38.91,73.7
Park Ave,2025-01-02,05:04:00,134,20.35,11.34,28.95,35.06,47.24
Broadway,2025-01-19,04:57:00,351,68.55,11.49,85.12,36.53,68.26
5th Ave,2025-01-25,02:03:00,133,125.56,120.32,15.47,27.15,77.54
Broadway,2025-01-25,20:06:00,135,17.63,156.37,58.69,38.7,42.22
Broadway,2025-01-26,13:51:00,20,108.46,108.92,39.66,25.59,54.74
Broadway,2025-01-27,00:12:00,208,91.51,117.48,88.11,20.18,28.68
5th Ave,2025-01-16,09:45:00,127,125.87,38.63,44.07,30.32,78.97
Elm St,2025-01-13,07:28:00,323,106.82,36.67,22.61,17.26,68.07
5th Ave,2025-01-19,15:22:00,132,8.16,47.36,90.03,31.72,31.47
Park Ave,2025-01-19,07:35:00,433,59.97,29.75,66.92,23.45,40.3
Main St,2025-01-07,18:18:00,229,23.87,59.16,8.47,35.74,46.53
Elm St,2025-01-23,14:42:00,83,130.43,106.68,77.77,37.35,67.01
Broadway,2025-01-25,17:43:00,142,138.93,188.95,34.78,31.4,50.05
Elm St,2025-01-06,10:23:00,353,29.4,173.91,38.78,33.67,57.56
5th Ave,2025-01-22,09:29:00,253,5.17,37.03,32.77,22.45,36.51
Park Ave,2025-01-01,12:44:00,302,101.5,144.69,34.86,35.56,61.35
Elm St,2025-01-11,00:36:00,66,100.05,42.36,72.16,16.32,43.02
5th Ave,2025-01-12,15:09:00,359,148.7,20.66,80.42,17.38,64.31
Main St,2025-01-28,18:58:00,254,34.83,159.86,37.88,24.92,31.62
5th Ave,2025-01-29,18:10:00,421,103.38,188.43,5.88,20.41,50.39
Elm St,2025-01-23,20:10:00,472,133.44,185.42,81.14,35.21,28.12
5th Ave,2025-01-25,19:11:00,215,110.86,10.41,14.29,22.08,73.37
Elm St,2025-01-13,23:34:00,109,125.6,139.35,5.85,20.94,49.83
Broadway,2025-01-29,22:24:00,367,115.67,114.26,99.5,24.17,77.81
Park Ave,2025-01-25,12:27:00,377,84.04,67.25,84.76,16.46,73.03
5th Ave,2025-01-07,16:04:00,198,119.43,111.43,23.25,39.64,75.27
5th Ave,2025-01-10,18:34:00,149,31.17,187.38,43.33,30.58,58.34
Elm St,2025-01-14,01:32:00,97,14.02,147.76,10.92,21.01,47.2
Broadway,2025-01-05,01:54:00,74,9.18,196.47,73.0,34.84,30.19
5th Ave,2025-01-23,19:43:00,50,114.89,76.97,95.35,22.56,48.3
5th Ave,2025-01-10,08:35:00,494,64.51,77.52,8.99,31.39,27.6
Park Ave,2025-01-19,11:26:00,338,72.19,144.58,10.67,19.09,75.99
Elm St,2025-01-28,20:59:00,204,93.1,22.06,43.35,38.26,72.54
Park Ave,2025-01-25,07:39:00,466,111.86,56.31,61.29,16.0,56.52
Park Ave,2025-01-13,12:54:00,414,128.27,123.33,33.96,25.4,44.04
Main St,2025-01-14,19:11:00,475,131.42,16.46,72.7,19.63,79.82
Park Ave,2025-01-08,00:23:00,87,61.6,17.37,91.0,19.77,39.17
Broadway,2025-01-29,05:21:00,153,66.11,85.12,9.55,17.28,68.0
Main St,2025-01-26,12:40:00,7,41.62,140.34,33.53,32.05,45.56
Broadway,2025-01-10,22:07:00,197,71.01,161.19,59.47,37.58,37.84
5th Ave,2025-01-01,05:14:00,209,128.9,110.14,34.77,38.27,70.54
5th Ave,2025-01-08,09:37:00,107,79.93,78.63,85.78,34.71,24.56
Broadway,2025-01-22,22:26:00,313,85.97,53.32,75.91,30.26,32.76
Park Ave,2025-01-08,09:44:00,54,40.6,57.55,89.7,19.54,50.17
5th Ave,2025-01-20,20:37:00,207,69.41,45.55,94.83,39.75,63.69
Broadway,2025-01-10,05:39:00,1,44.05,83.52,93.33,31.52,31.94
5th Ave,2025-01-28,02:13:00,38,113.48,39.84,47.98,26.94,77.22
Park Ave,2025-01-15,15:05:00,457,45.5,174.97,69.16,26.12,42.47
Elm St,2025-01-02,17:11:00,106,65.48,183.93,72.99,18.47,24.06
Park Ave,2025-01-25,11:55:00,42,133.56,139.43,16.23,16.25,43.46
5th Ave,2025-01-22,22:22:00,108,31.01,153.07,99.99,36.25,54.13
Elm St,2025-01-19,19:09:00,114,148.28,86.35,26.04,21.5,67.03
5th Ave,2025-01-20,11:09:00,34,77.06,12.5,79.89,19.47,30.61
Park Ave,2025-01-08,15:02:00,270,48.69,11.08,79.39,22.25,45.89
Main St,2025-01-13,22:15:00,394,124.75,63.61,14.27,32.54,27.63
Broadway,2025-01-06,16:01:00,453,25.55,10.2,48.62,29.42,33.6
Elm St,2025-01-10,09:05:00,124,149.57,134.62,99.85,20.24,53.16
Broadway,2025-01-06,03:25:00,404,17.82,33.41,9.14,32.94,28.03
Park Ave,2025-01-10,06:06:00,485,92.29,32.81,12.4,39.41,22.58
Elm St,2025-01-02,10:42:00,156,129.77,12.98,24.65,24.85,66.73
Park Ave,2025-01-29,19:15:00,423,112.11,132.47,93.81,26.23,67.63
Broadway,2025-01-07,21:45:00,250,26.75,105.43,91.83,25.47,48.63
Elm St,2025-01-25,23:36:00,107,67.73,179.24,78.04,16.23,74.94
Main St,2025-01-01,12:50:00,182,145.73,189.82,84.54,33.03,32.08
5th Ave,2025-01-23,02:49:00,325,48.9,58.39,18.39,22.04,71.51
Park Ave,2025-01-15,02:06:00,55,111.58,82.74,7.7,24.41,71.61
Elm St,2025-01-27,11:54:00,193,13.79,193.56,20.2,25.36,67.69
Elm St,2025-01-17,17:20:00,140,64.26,40.15,7.26,30.29,36.1
Elm St,2025-01-11,17:11:00,434,13.55,88.61,21.22,36.92,70.95
Broadway,2025-01-03,22:23:00,282,25.26,119.78,37.28,26.55,37.95
Elm St,2025-01-03,09:12:00,381,67.03,25.64,55.65,26.29,24.69
